"CellID","Group","Cell","ExpLibSize","Matrix_Order","spatial_index","row","col","Checker_120_15","Mapped_Color"
"Type2_4719","Type2","Cell9447",50909.809305243,9447,9527,79,46,"Black","#8c510a"
"Type1_4729","Type1","Cell9448",48677.1551965077,9448,9355,77,114,"Black","#35978f"
"Type1_4730","Type1","Cell9449",73064.0341763506,9449,9356,77,115,"Black","#35978f"
"Type2_4720","Type2","Cell9450",55421.2352074498,9450,9531,79,50,"Black","#8c510a"
"Type1_4731","Type1","Cell9451",63231.6273091084,9451,9359,77,118,"Black","#35978f"
"Type1_4732","Type1","Cell9452",60545.8987209172,9452,9360,77,119,"Black","#35978f"
"Type2_4721","Type2","Cell9453",62240.6194884931,9453,9535,79,54,"Black","#8c510a"
"Type2_4722","Type2","Cell9454",69197.8114539761,9454,9537,79,56,"Black","#8c510a"
"Type1_4733","Type1","Cell9455",77407.2963405326,9455,9362,78,1,"White","#35978f"
"Type1_4734","Type1","Cell9456",45171.5549700768,9456,9369,78,8,"White","#35978f"
"Type2_4723","Type2","Cell9457",52307.4495128995,9457,9540,79,59,"Black","#8c510a"
"Type2_4724","Type2","Cell9458",60290.1456762737,9458,9541,79,60,"White","#8c510a"
"Type1_4735","Type1","Cell9459",51768.396689424,9459,9371,78,10,"White","#35978f"
"Type2_4725","Type2","Cell9460",96924.7848150799,9460,9542,79,61,"White","#8c510a"
"Type1_4736","Type1","Cell9461",56149.130014156,9461,9372,78,11,"White","#35978f"
"Type1_4737","Type1","Cell9462",53298.2074990104,9462,9376,78,15,"Black","#35978f"
"Type2_4726","Type2","Cell9463",53672.2588549363,9463,9543,79,62,"White","#8c510a"
"Type1_4738","Type1","Cell9464",65054.8790571287,9464,9377,78,16,"Black","#35978f"
"Type2_4727","Type2","Cell9465",66038.1446246205,9465,9544,79,63,"White","#8c510a"
"Type2_4728","Type2","Cell9466",71945.2107853546,9466,9545,79,64,"White","#8c510a"
"Type1_4739","Type1","Cell9467",48124.3465508344,9467,9378,78,17,"Black","#35978f"
"Type1_4740","Type1","Cell9468",64106.0411687051,9468,9379,78,18,"Black","#35978f"
"Type2_4729","Type2","Cell9469",53120.0467568316,9469,9546,79,65,"White","#8c510a"
"Type2_4730","Type2","Cell9470",58772.3672546,9470,9547,79,66,"White","#8c510a"
"Type1_4741","Type1","Cell9471",49526.2005412876,9471,9380,78,19,"Black","#35978f"
"Type1_4742","Type1","Cell9472",69515.2348543014,9472,9381,78,20,"Black","#35978f"
"Type2_4731","Type2","Cell9473",54857.6529291215,9473,9548,79,67,"White","#8c510a"
"Type2_4732","Type2","Cell9474",64342.1004709886,9474,9549,79,68,"White","#8c510a"
"Type2_4733","Type2","Cell9475",51048.8929582667,9475,9550,79,69,"White","#8c510a"
"Type1_4743","Type1","Cell9476",55468.8130294894,9476,9382,78,21,"Black","#35978f"
"Type1_4744","Type1","Cell9477",57444.2820767807,9477,9386,78,25,"Black","#35978f"
"Type1_4745","Type1","Cell9478",98769.8015133619,9478,9388,78,27,"Black","#35978f"
"Type2_4734","Type2","Cell9479",56583.1437070339,9479,9551,79,70,"White","#8c510a"
"Type1_4746","Type1","Cell9480",70056.3957574551,9480,9389,78,28,"Black","#35978f"
"Type2_4735","Type2","Cell9481",63281.1762547686,9481,9554,79,73,"White","#8c510a"
"Type2_4736","Type2","Cell9482",49202.3132519603,9482,9556,79,75,"Black","#8c510a"
"Type1_4747","Type1","Cell9483",66833.4199090607,9483,9390,78,29,"Black","#35978f"
"Type1_4748","Type1","Cell9484",77644.4108475278,9484,9392,78,31,"White","#35978f"
"Type2_4737","Type2","Cell9485",52028.8475154558,9485,9571,79,90,"White","#8c510a"
"Type2_4738","Type2","Cell9486",85997.5641516592,9486,9572,79,91,"White","#8c510a"
"Type1_4749","Type1","Cell9487",75060.0399093478,9487,9397,78,36,"White","#35978f"
"Type1_4750","Type1","Cell9488",60554.6187201012,9488,9403,78,42,"White","#35978f"
"Type2_4739","Type2","Cell9489",59529.593493669,9489,9573,79,92,"White","#8c510a"
"Type2_4740","Type2","Cell9490",62071.1329134107,9490,9574,79,93,"White","#8c510a"
"Type1_4751","Type1","Cell9491",44625.6626603357,9491,9405,78,44,"White","#35978f"
"Type1_4752","Type1","Cell9492",51313.0238263684,9492,9408,78,47,"Black","#35978f"
"Type2_4741","Type2","Cell9493",62229.4598666154,9493,9575,79,94,"White","#8c510a"
"Type1_4753","Type1","Cell9494",67407.9858348161,9494,9409,78,48,"Black","#35978f"
"Type2_4742","Type2","Cell9495",48237.0197105955,9495,9576,79,95,"White","#8c510a"
"Type2_4743","Type2","Cell9496",64218.1234942473,9496,9577,79,96,"White","#8c510a"
"Type1_4754","Type1","Cell9497",71230.3673410582,9497,9410,78,49,"Black","#35978f"
"Type1_4755","Type1","Cell9498",57665.6443609484,9498,9411,78,50,"Black","#35978f"
"Type1_4756","Type1","Cell9499",60268.7592279272,9499,9416,78,55,"Black","#35978f"
"Type2_4744","Type2","Cell9500",65844.6322519442,9500,9578,79,97,"White","#8c510a"
"Type1_4757","Type1","Cell9501",65232.945682667,9501,9417,78,56,"Black","#35978f"
"Type1_4758","Type1","Cell9502",67986.178918779,9502,9419,78,58,"Black","#35978f"
"Type1_4759","Type1","Cell9503",61987.8249956449,9503,9420,78,59,"Black","#35978f"
"Type1_4760","Type1","Cell9504",101398.809176147,9504,9422,78,61,"White","#35978f"
"Type2_4745","Type2","Cell9505",84750.9200287161,9505,9579,79,98,"White","#8c510a"
"Type1_4761","Type1","Cell9506",54427.6163914152,9506,9423,78,62,"White","#35978f"
"Type1_4762","Type1","Cell9507",63955.2521282964,9507,9426,78,65,"White","#35978f"
"Type1_4763","Type1","Cell9508",81086.2851524623,9508,9435,78,74,"White","#35978f"
"Type2_4746","Type2","Cell9509",50947.1858005906,9509,9580,79,99,"White","#8c510a"
"Type2_4747","Type2","Cell9510",48111.4359022629,9510,9581,79,100,"White","#8c510a"
"Type1_4764","Type1","Cell9511",57805.2782926278,9511,9436,78,75,"Black","#35978f"
"Type1_4765","Type1","Cell9512",56410.8010099679,9512,9437,78,76,"Black","#35978f"
"Type2_4748","Type2","Cell9513",56319.9191918941,9513,9582,79,101,"White","#8c510a"
"Type2_4749","Type2","Cell9514",59799.4221563833,9514,9583,79,102,"White","#8c510a"
"Type1_4766","Type1","Cell9515",67874.7724451932,9515,9438,78,77,"Black","#35978f"
"Type1_4767","Type1","Cell9516",45060.122838351,9516,9439,78,78,"Black","#35978f"
"Type1_4768","Type1","Cell9517",57485.2669867237,9517,9441,78,80,"Black","#35978f"
"Type2_4750","Type2","Cell9518",68833.0647479386,9518,9584,79,103,"White","#8c510a"
"Type2_4751","Type2","Cell9519",75501.534659676,9519,9585,79,104,"White","#8c510a"
"Type1_4769","Type1","Cell9520",49807.2350469396,9520,9442,78,81,"Black","#35978f"
"Type1_4770","Type1","Cell9521",100757.189183755,9521,9445,78,84,"Black","#35978f"
"Type2_4752","Type2","Cell9522",55734.1257299769,9522,9589,79,108,"Black","#8c510a"
"Type2_4753","Type2","Cell9523",66876.6574312599,9523,9591,79,110,"Black","#8c510a"
"Type2_4754","Type2","Cell9524",44378.9042576688,9524,9594,79,113,"Black","#8c510a"
"Type1_4771","Type1","Cell9525",43988.6562951693,9525,9446,78,85,"Black","#35978f"
"Type2_4755","Type2","Cell9526",52635.3924578018,9526,9597,79,116,"Black","#8c510a"
"Type1_4772","Type1","Cell9527",74374.4188550396,9527,9447,78,86,"Black","#35978f"
"Type2_4756","Type2","Cell9528",67479.8909353866,9528,9601,80,0,"White","#8c510a"
"Type2_4757","Type2","Cell9529",65901.2075026252,9529,9602,80,1,"White","#8c510a"
"Type1_4773","Type1","Cell9530",67001.5779299797,9530,9448,78,87,"Black","#35978f"
"Type1_4774","Type1","Cell9531",49592.8398603099,9531,9449,78,88,"Black","#35978f"
"Type2_4758","Type2","Cell9532",53297.4333380172,9532,9603,80,2,"White","#8c510a"
"Type2_4759","Type2","Cell9533",74480.2467275626,9533,9605,80,4,"White","#8c510a"
"Type2_4760","Type2","Cell9534",70623.9108762687,9534,9606,80,5,"White","#8c510a"
"Type2_4761","Type2","Cell9535",54493.4087340893,9535,9607,80,6,"White","#8c510a"
"Type1_4775","Type1","Cell9536",67109.437752064,9536,9450,78,89,"Black","#35978f"
"Type2_4762","Type2","Cell9537",76097.3928009874,9537,9609,80,8,"White","#8c510a"
"Type1_4776","Type1","Cell9538",86689.5615027513,9538,9453,78,92,"White","#35978f"
"Type1_4777","Type1","Cell9539",58975.9518846861,9539,9454,78,93,"White","#35978f"
"Type2_4763","Type2","Cell9540",59350.9655231109,9540,9610,80,9,"White","#8c510a"
"Type2_4764","Type2","Cell9541",57982.8552559922,9541,9611,80,10,"White","#8c510a"
"Type1_4778","Type1","Cell9542",56969.128876441,9542,9458,78,97,"White","#35978f"
"Type2_4765","Type2","Cell9543",56607.9155785705,9543,9613,80,12,"White","#8c510a"
"Type2_4766","Type2","Cell9544",63314.038380644,9544,9614,80,13,"White","#8c510a"
"Type2_4767","Type2","Cell9545",86799.1349297643,9545,9615,80,14,"White","#8c510a"
"Type2_4768","Type2","Cell9546",61866.8594139657,9546,9617,80,16,"Black","#8c510a"
"Type2_4769","Type2","Cell9547",59059.8838985726,9547,9623,80,22,"Black","#8c510a"
"Type2_4770","Type2","Cell9548",85480.9897787307,9548,9631,80,30,"White","#8c510a"
"Type2_4771","Type2","Cell9549",39974.6371574963,9549,9632,80,31,"White","#8c510a"
"Type2_4772","Type2","Cell9550",63313.7843272248,9550,9633,80,32,"White","#8c510a"
"Type2_4773","Type2","Cell9551",53072.2909790604,9551,9634,80,33,"White","#8c510a"
"Type2_4774","Type2","Cell9552",60581.2647312175,9552,9635,80,34,"White","#8c510a"
"Type1_4779","Type1","Cell9553",57009.7189765412,9553,9463,78,102,"White","#35978f"
"Type2_4775","Type2","Cell9554",80770.9265914379,9554,9636,80,35,"White","#8c510a"
"Type2_4776","Type2","Cell9555",70588.7923752483,9555,9637,80,36,"White","#8c510a"
"Type1_4780","Type1","Cell9556",77377.6315676836,9556,9466,78,105,"Black","#35978f"
"Type2_4777","Type2","Cell9557",56335.8795935216,9557,9638,80,37,"White","#8c510a"
"Type1_4781","Type1","Cell9558",73040.5934582829,9558,9467,78,106,"Black","#35978f"
"Type1_4782","Type1","Cell9559",70893.7067942368,9559,9468,78,107,"Black","#35978f"
"Type1_4783","Type1","Cell9560",48542.2052207816,9560,9469,78,108,"Black","#35978f"
"Type1_4784","Type1","Cell9561",43944.9928182383,9561,9471,78,110,"Black","#35978f"
"Type1_4785","Type1","Cell9562",59558.6036301568,9562,9472,78,111,"Black","#35978f"
"Type2_4778","Type2","Cell9563",56787.4091101702,9563,9639,80,38,"White","#8c510a"
"Type2_4779","Type2","Cell9564",52015.8691794505,9564,9640,80,39,"White","#8c510a"
"Type1_4786","Type1","Cell9565",51977.4854961514,9565,9474,78,113,"Black","#35978f"
"Type1_4787","Type1","Cell9566",56382.6485554644,9566,9475,78,114,"Black","#35978f"
"Type1_4788","Type1","Cell9567",68506.020559682,9567,9476,78,115,"Black","#35978f"
"Type1_4789","Type1","Cell9568",51046.8283659347,9568,9477,78,116,"Black","#35978f"
"Type2_4780","Type2","Cell9569",71408.7221264921,9569,9642,80,41,"White","#8c510a"
"Type2_4781","Type2","Cell9570",70166.1422456165,9570,9643,80,42,"White","#8c510a"
"Type1_4790","Type1","Cell9571",76489.760794229,9571,9478,78,117,"Black","#35978f"
"Type1_4791","Type1","Cell9572",73808.270537007,9572,9480,78,119,"Black","#35978f"
"Type1_4792","Type1","Cell9573",57089.4619749399,9573,9490,79,9,"White","#35978f"
"Type1_4793","Type1","Cell9574",63597.7469381337,9574,9491,79,10,"White","#35978f"
"Type2_4782","Type2","Cell9575",67358.9436144023,9575,9644,80,43,"White","#8c510a"
"Type1_4794","Type1","Cell9576",53852.8314607707,9576,9497,79,16,"Black","#35978f"
"Type1_4795","Type1","Cell9577",68145.6233453486,9577,9498,79,17,"Black","#35978f"
"Type2_4783","Type2","Cell9578",51770.4626162692,9578,9645,80,44,"White","#8c510a"
"Type2_4784","Type2","Cell9579",53214.6182924318,9579,9651,80,50,"Black","#8c510a"
"Type2_4785","Type2","Cell9580",53872.7480491145,9580,9658,80,57,"Black","#8c510a"
"Type1_4796","Type1","Cell9581",61115.0140657453,9581,9499,79,18,"Black","#35978f"
"Type1_4797","Type1","Cell9582",75748.4817842442,9582,9500,79,19,"Black","#35978f"
"Type2_4786","Type2","Cell9583",55600.0007021732,9583,9661,80,60,"White","#8c510a"
"Type1_4798","Type1","Cell9584",57946.7891786888,9584,9501,79,20,"Black","#35978f"
"Type1_4799","Type1","Cell9585",69511.0569830052,9585,9502,79,21,"Black","#35978f"
"Type1_4800","Type1","Cell9586",53113.1922269459,9586,9506,79,25,"Black","#35978f"
"Type1_4801","Type1","Cell9587",46744.3025983616,9587,9507,79,26,"Black","#35978f"
"Type2_4787","Type2","Cell9588",58450.0797878138,9588,9662,80,61,"White","#8c510a"
"Type1_4802","Type1","Cell9589",68361.9655249953,9589,9509,79,28,"Black","#35978f"
"Type1_4803","Type1","Cell9590",49339.2191397925,9590,9510,79,29,"Black","#35978f"
"Type1_4804","Type1","Cell9591",75116.85982831,9591,9513,79,32,"White","#35978f"
"Type1_4805","Type1","Cell9592",74588.0032499604,9592,9518,79,37,"White","#35978f"
"Type2_4788","Type2","Cell9593",68912.4146539152,9593,9663,80,62,"White","#8c510a"
"Type2_4789","Type2","Cell9594",58847.9310980094,9594,9664,80,63,"White","#8c510a"
"Type2_4790","Type2","Cell9595",55977.0381857897,9595,9665,80,64,"White","#8c510a"
"Type1_4806","Type1","Cell9596",60345.2777387752,9596,9520,79,39,"White","#35978f"
"Type2_4791","Type2","Cell9597",56416.6975734759,9597,9666,80,65,"White","#8c510a"
"Type2_4792","Type2","Cell9598",58992.5622721642,9598,9667,80,66,"White","#8c510a"
"Type1_4807","Type1","Cell9599",48649.9708718081,9599,9522,79,41,"White","#35978f"
"Type1_4808","Type1","Cell9600",62170.9384540032,9600,9526,79,45,"Black","#35978f"
"Type1_4809","Type1","Cell9601",73516.3997960852,9601,9528,79,47,"Black","#35978f"
"Type1_4810","Type1","Cell9602",37894.6751871325,9602,9529,79,48,"Black","#35978f"
"Type2_4793","Type2","Cell9603",73179.0247530316,9603,9669,80,68,"White","#8c510a"
"Type1_4811","Type1","Cell9604",42685.9294858369,9604,9530,79,49,"Black","#35978f"
"Type2_4794","Type2","Cell9605",69237.5671971616,9605,9670,80,69,"White","#8c510a"
"Type2_4795","Type2","Cell9606",43661.504206685,9606,9671,80,70,"White","#8c510a"
"Type2_4796","Type2","Cell9607",51726.4365308851,9607,9673,80,72,"White","#8c510a"
"Type2_4797","Type2","Cell9608",52626.9142472854,9608,9675,80,74,"White","#8c510a"
"Type1_4812","Type1","Cell9609",57915.3229685569,9609,9532,79,51,"Black","#35978f"
"Type1_4813","Type1","Cell9610",69506.9039110431,9610,9533,79,52,"Black","#35978f"
"Type1_4814","Type1","Cell9611",45835.6472115073,9611,9534,79,53,"Black","#35978f"
"Type2_4798","Type2","Cell9612",69549.3131574053,9612,9680,80,79,"Black","#8c510a"
"Type1_4815","Type1","Cell9613",81749.7591636114,9613,9536,79,55,"Black","#35978f"
"Type1_4816","Type1","Cell9614",59710.4753214548,9614,9538,79,57,"Black","#35978f"
"Type1_4817","Type1","Cell9615",58099.7389517863,9615,9539,79,58,"Black","#35978f"
"Type1_4818","Type1","Cell9616",53147.4748690622,9616,9552,79,71,"White","#35978f"
"Type1_4819","Type1","Cell9617",67494.8395008172,9617,9553,79,72,"White","#35978f"
"Type1_4820","Type1","Cell9618",49316.9076903417,9618,9555,79,74,"White","#35978f"
"Type1_4821","Type1","Cell9619",50980.6629839209,9619,9557,79,76,"Black","#35978f"
"Type1_4822","Type1","Cell9620",53176.1246860586,9620,9558,79,77,"Black","#35978f"
"Type2_4799","Type2","Cell9621",52764.0351327181,9621,9686,80,85,"Black","#8c510a"
"Type1_4823","Type1","Cell9622",45076.0761123614,9622,9559,79,78,"Black","#35978f"
"Type2_4800","Type2","Cell9623",61517.4334617906,9623,9691,80,90,"White","#8c510a"
"Type1_4824","Type1","Cell9624",54149.0470363125,9624,9560,79,79,"Black","#35978f"
"Type1_4825","Type1","Cell9625",71519.4953826153,9625,9561,79,80,"Black","#35978f"
"Type2_4801","Type2","Cell9626",49012.2278326959,9626,9692,80,91,"White","#8c510a"
"Type2_4802","Type2","Cell9627",85427.2627436894,9627,9693,80,92,"White","#8c510a"
"Type1_4826","Type1","Cell9628",55882.9424591508,9628,9562,79,81,"Black","#35978f"
"Type1_4827","Type1","Cell9629",64530.3593566664,9629,9563,79,82,"Black","#35978f"
"Type2_4803","Type2","Cell9630",58021.8447943397,9630,9694,80,93,"White","#8c510a"
"Type1_4828","Type1","Cell9631",54012.0738548738,9631,9564,79,83,"Black","#35978f"
"Type2_4804","Type2","Cell9632",76286.6750831686,9632,9695,80,94,"White","#8c510a"
"Type2_4805","Type2","Cell9633",48403.6353103612,9633,9696,80,95,"White","#8c510a"
"Type1_4829","Type1","Cell9634",80264.6052219065,9634,9565,79,84,"Black","#35978f"
"Type1_4830","Type1","Cell9635",58848.9505329048,9635,9566,79,85,"Black","#35978f"
"Type2_4806","Type2","Cell9636",50275.7686849228,9636,9698,80,97,"White","#8c510a"
"Type1_4831","Type1","Cell9637",79519.0842571883,9637,9567,79,86,"Black","#35978f"
"Type1_4832","Type1","Cell9638",63121.4538471896,9638,9568,79,87,"Black","#35978f"
"Type2_4807","Type2","Cell9639",64926.1978013119,9639,9699,80,98,"White","#8c510a"
"Type2_4808","Type2","Cell9640",68521.693144538,9640,9700,80,99,"White","#8c510a"
"Type2_4809","Type2","Cell9641",60836.1813840801,9641,9701,80,100,"White","#8c510a"
"Type2_4810","Type2","Cell9642",83310.7834307286,9642,9703,80,102,"White","#8c510a"
"Type1_4833","Type1","Cell9643",56376.8886342249,9643,9569,79,88,"Black","#35978f"
"Type2_4811","Type2","Cell9644",53773.3628620009,9644,9704,80,103,"White","#8c510a"
"Type1_4834","Type1","Cell9645",62583.2994404265,9645,9570,79,89,"Black","#35978f"
"Type1_4835","Type1","Cell9646",48422.5538062521,9646,9586,79,105,"Black","#35978f"
"Type2_4812","Type2","Cell9647",64034.481709858,9647,9705,80,104,"White","#8c510a"
"Type2_4813","Type2","Cell9648",44026.9856383892,9648,9707,80,106,"Black","#8c510a"
"Type2_4814","Type2","Cell9649",54504.9147624075,9649,9712,80,111,"Black","#8c510a"
"Type2_4815","Type2","Cell9650",56135.8001792412,9650,9718,80,117,"Black","#8c510a"
"Type1_4836","Type1","Cell9651",59321.9074965556,9651,9587,79,106,"Black","#35978f"
"Type1_4837","Type1","Cell9652",80174.8332872683,9652,9588,79,107,"Black","#35978f"
"Type1_4838","Type1","Cell9653",78652.1153198794,9653,9590,79,109,"Black","#35978f"
"Type1_4839","Type1","Cell9654",90084.4674965661,9654,9592,79,111,"Black","#35978f"
"Type1_4840","Type1","Cell9655",76075.0868987922,9655,9593,79,112,"Black","#35978f"
"Type2_4816","Type2","Cell9656",55063.815730957,9656,9721,81,0,"White","#8c510a"
"Type1_4841","Type1","Cell9657",67751.0298571447,9657,9595,79,114,"Black","#35978f"
"Type2_4817","Type2","Cell9658",80310.4746136669,9658,9722,81,1,"White","#8c510a"
"Type2_4818","Type2","Cell9659",63133.2855849196,9659,9723,81,2,"White","#8c510a"
"Type2_4819","Type2","Cell9660",59595.8853086539,9660,9724,81,3,"White","#8c510a"
"Type1_4842","Type1","Cell9661",61594.1597352137,9661,9596,79,115,"Black","#35978f"
"Type1_4843","Type1","Cell9662",56686.141438904,9662,9598,79,117,"Black","#35978f"
"Type1_4844","Type1","Cell9663",68297.9765140565,9663,9599,79,118,"Black","#35978f"
"Type1_4845","Type1","Cell9664",62140.5719560261,9664,9600,79,119,"Black","#35978f"
"Type2_4820","Type2","Cell9665",61276.0663075457,9665,9725,81,4,"White","#8c510a"
"Type1_4846","Type1","Cell9666",65226.1168638931,9666,9604,80,3,"White","#35978f"
"Type1_4847","Type1","Cell9667",59866.8200193222,9667,9608,80,7,"White","#35978f"
"Type2_4821","Type2","Cell9668",71074.4364760873,9668,9726,81,5,"White","#8c510a"
"Type2_4822","Type2","Cell9669",44923.2825279864,9669,9727,81,6,"White","#8c510a"
"Type2_4823","Type2","Cell9670",58950.5602795386,9670,9728,81,7,"White","#8c510a"
"Type1_4848","Type1","Cell9671",41550.8303779032,9671,9612,80,11,"White","#35978f"
"Type2_4824","Type2","Cell9672",56793.6037449425,9672,9729,81,8,"White","#8c510a"
"Type2_4825","Type2","Cell9673",59685.0536861489,9673,9730,81,9,"White","#8c510a"
"Type2_4826","Type2","Cell9674",56087.7684464088,9674,9731,81,10,"White","#8c510a"
"Type1_4849","Type1","Cell9675",53737.3527805785,9675,9616,80,15,"Black","#35978f"
"Type1_4850","Type1","Cell9676",74848.4630789502,9676,9618,80,17,"Black","#35978f"
"Type1_4851","Type1","Cell9677",47379.1965337659,9677,9619,80,18,"Black","#35978f"
"Type2_4827","Type2","Cell9678",48393.0697963795,9678,9732,81,11,"White","#8c510a"
"Type2_4828","Type2","Cell9679",56109.3941768663,9679,9734,81,13,"White","#8c510a"
"Type2_4829","Type2","Cell9680",77608.5404436794,9680,9735,81,14,"White","#8c510a"
"Type1_4852","Type1","Cell9681",61718.3305482864,9681,9620,80,19,"Black","#35978f"
"Type2_4830","Type2","Cell9682",71868.036028365,9682,9741,81,20,"Black","#8c510a"
"Type2_4831","Type2","Cell9683",73981.7286635617,9683,9743,81,22,"Black","#8c510a"
"Type2_4832","Type2","Cell9684",95503.598118743,9684,9750,81,29,"Black","#8c510a"
"Type2_4833","Type2","Cell9685",59114.893951723,9685,9751,81,30,"White","#8c510a"
"Type2_4834","Type2","Cell9686",61629.2344344041,9686,9753,81,32,"White","#8c510a"
